review_id,product,rating,review_text
174,Mechanical Keyboard,2,"Amazing performance, highly recommend."
175,Fitness Tracker,2,Good value for money.
176,Smartwatch,1,Works as advertised.
177,Mechanical Keyboard,2,"Amazing performance, highly recommend."
178,Smartphone Case,2,"Five stars, very happy with this purchase."
179,Wireless Earbuds,2,Exceeded my expectations!
180,Mechanical Keyboard,1,Battery life could be better.
181,Portable Charger,4,Good value for money.
182,LED Monitor,3,"Five stars, very happy with this purchase."
183,Bluetooth Speaker,1,Battery life could be better.
184,Gaming Mouse,1,"Five stars, very happy with this purchase."
185,Fitness Tracker,2,"Amazing performance, highly recommend."
186,LED Monitor,3,"Five stars, very happy with this purchase."
187,Portable Charger,2,Not satisfied with the build quality.
188,Wireless Earbuds,5,Good value for money.
189,Mechanical Keyboard,5,"Average product, expected better."
190,Portable Charger,3,Excellent quality and fast delivery.
191,LED Monitor,1,Not satisfied with the build quality.
192,Smartphone Case,5,Battery life could be better.
193,Mechanical Keyboard,2,"Five stars, very happy with this purchase."
194,Fitness Tracker,5,Excellent quality and fast delivery.
195,Smartwatch,5,"Five stars, very happy with this purchase."
196,Laptop Stand,2,Battery life could be better.
197,Bluetooth Speaker,5,Good value for money.
198,Portable Charger,4,"Five stars, very happy with this purchase."
199,Fitness Tracker,5,Would not buy again.
200,LED Monitor,2,"Five stars, very happy with this purchase."
201,Mechanical Keyboard,2,Works as advertised.
202,Smartwatch,5,"Five stars, very happy with this purchase."
203,Wireless Earbuds,5,Excellent quality and fast delivery.
204,Gaming Mouse,2,Not satisfied with the build quality.
205,Smartwatch,5,"Amazing performance, highly recommend."
206,Wireless Earbuds,1,"Amazing performance, highly recommend."
207,Portable Charger,1,Not satisfied with the build quality.
208,LED Monitor,5,Battery life could be better.
209,Smartwatch,2,"Average product, expected better."
210,Wireless Earbuds,2,Battery life could be better.
211,Smartwatch,5,Not satisfied with the build quality.
212,LED Monitor,5,Exceeded my expectations!
213,Gaming Mouse,1,"Amazing performance, highly recommend."
214,Fitness Tracker,5,Works as advertised.
215,Smartwatch,4,"Average product, expected better."
216,Wireless Earbuds,3,Exceeded my expectations!
217,Smartwatch,1,"Amazing performance, highly recommend."
218,Wireless Earbuds,4,Good value for money.
219,LED Monitor,1,Battery life could be better.
220,LED Monitor,1,Not satisfied with the build quality.
221,Smartwatch,3,Would not buy again.
222,Bluetooth Speaker,3,Battery life could be better.
223,Gaming Mouse,4,"Amazing performance, highly recommend."
224,LED Monitor,5,Works as advertised.
225,Smartphone Case,5,Not satisfied with the build quality.
226,Fitness Tracker,5,"Average product, expected better."
227,Wireless Earbuds,2,"Average product, expected better."
228,Wireless Earbuds,1,Not satisfied with the build quality.
229,LED Monitor,4,Works as advertised.
230,Gaming Mouse,2,Battery life could be better.
231,LED Monitor,1,Excellent quality and fast delivery.
232,Portable Charger,3,Good value for money.
233,Smartphone Case,5,Would not buy again.
234,Gaming Mouse,3,"Average product, expected better."
235,LED Monitor,5,"Amazing performance, highly recommend."
236,Bluetooth Speaker,3,"Amazing performance, highly recommend."
237,Portable Charger,2,Exceeded my expectations!
238,Laptop Stand,5,Not satisfied with the build quality.
239,LED Monitor,2,"Average product, expected better."
240,Fitness Tracker,4,"Average product, expected better."
241,Smartwatch,1,"Average product, expected better."
242,Portable Charger,5,"Average product, expected better."
243,Bluetooth Speaker,1,"Amazing performance, highly recommend."
244,Portable Charger,4,Excellent quality and fast delivery.
245,Fitness Tracker,4,Works as advertised.
246,Fitness Tracker,4,Battery life could be better.
247,Laptop Stand,5,Battery life could be better.
248,Bluetooth Speaker,5,Works as advertised.
249,Portable Charger,2,Excellent quality and fast delivery.
250,Smartphone Case,3,Good value for money.
251,Wireless Earbuds,5,Excellent quality and fast delivery.
252,Gaming Mouse,3,Would not buy again.
253,Fitness Tracker,1,Works as advertised.
254,Fitness Tracker,2,Good value for money.
255,Gaming Mouse,2,Would not buy again.
256,Mechanical Keyboard,5,Works as advertised.
257,Gaming Mouse,5,"Five stars, very happy with this purchase."
258,Portable Charger,4,Excellent quality and fast delivery.
259,Laptop Stand,4,"Five stars, very happy with this purchase."
260,Gaming Mouse,4,Good value for money.
261,Smartwatch,4,Would not buy again.
262,LED Monitor,2,Excellent quality and fast delivery.
263,Gaming Mouse,2,Not satisfied with the build quality.
264,Smartphone Case,1,Excellent quality and fast delivery.
265,Wireless Earbuds,4,Good value for money.
266,Wireless Earbuds,1,Works as advertised.
267,Mechanical Keyboard,1,Not satisfied with the build quality.
268,Fitness Tracker,2,Not satisfied with the build quality.
269,Mechanical Keyboard,2,Excellent quality and fast delivery.
270,Bluetooth Speaker,3,Not satisfied with the build quality.
271,Fitness Tracker,2,"Five stars, very happy with this purchase."
272,Mechanical Keyboard,2,Excellent quality and fast delivery.
273,Mechanical Keyboard,2,Not satisfied with the build quality.
274,Laptop Stand,4,Would not buy again.
275,Bluetooth Speaker,2,"Amazing performance, highly recommend."
276,Gaming Mouse,2,Good value for money.
277,LED Monitor,5,Excellent quality and fast delivery.
278,Mechanical Keyboard,1,Battery life could be better.
279,Smartphone Case,4,"Five stars, very happy with this purchase."
280,Smartphone Case,5,Battery life could be better.
281,Mechanical Keyboard,3,"Average product, expected better."
282,Wireless Earbuds,2,"Amazing performance, highly recommend."
283,LED Monitor,3,"Average product, expected better."
284,Smartphone Case,3,Exceeded my expectations!
285,LED Monitor,1,Battery life could be better.
286,Fitness Tracker,5,Excellent quality and fast delivery.
287,Mechanical Keyboard,2,Good value for money.
288,LED Monitor,1,"Amazing performance, highly recommend."
289,Bluetooth Speaker,2,"Average product, expected better."
290,Smartwatch,3,"Five stars, very happy with this purchase."
291,Fitness Tracker,4,"Amazing performance, highly recommend."
292,Mechanical Keyboard,3,Battery life could be better.
293,Bluetooth Speaker,3,"Five stars, very happy with this purchase."
294,Portable Charger,5,"Average product, expected better."
295,Laptop Stand,1,Excellent quality and fast delivery.
296,Wireless Earbuds,1,Would not buy again.
297,Bluetooth Speaker,2,Works as advertised.
298,LED Monitor,4,Would not buy again.
299,Wireless Earbuds,1,Would not buy again.
300,Mechanical Keyboard,5,Not satisfied with the build quality.
301,Smartwatch,1,Would not buy again.
302,Smartphone Case,4,Works as advertised.
303,LED Monitor,3,Works as advertised.
304,Smartphone Case,1,"Amazing performance, highly recommend."
305,Portable Charger,4,Battery life could be better.
306,Smartphone Case,2,"Amazing performance, highly recommend."
307,LED Monitor,4,Battery life could be better.
308,LED Monitor,2,Not satisfied with the build quality.
309,Gaming Mouse,2,Exceeded my expectations!
310,Laptop Stand,2,Works as advertised.
311,Laptop Stand,1,"Amazing performance, highly recommend."
312,Bluetooth Speaker,4,Battery life could be better.
313,Wireless Earbuds,4,Not satisfied with the build quality.
314,Smartphone Case,3,Would not buy again.
315,Fitness Tracker,4,Battery life could be better.
316,Smartphone Case,1,Would not buy again.
317,Bluetooth Speaker,3,Good value for money.
318,Bluetooth Speaker,4,"Amazing performance, highly recommend."
319,Gaming Mouse,4,Would not buy again.
320,Smartwatch,5,Battery life could be better.
321,Gaming Mouse,3,Excellent quality and fast delivery.
322,LED Monitor,2,Would not buy again.
323,Smartphone Case,3,Works as advertised.
324,Smartphone Case,2,"Five stars, very happy with this purchase."
325,Bluetooth Speaker,4,"Five stars, very happy with this purchase."
326,Smartphone Case,5,"Average product, expected better."
327,LED Monitor,1,Exceeded my expectations!
328,LED Monitor,5,Not satisfied with the build quality.
329,Smartphone Case,2,Excellent quality and fast delivery.
330,Portable Charger,4,Good value for money.
331,Bluetooth Speaker,5,Would not buy again.
332,Smartwatch,4,"Average product, expected better."
333,Mechanical Keyboard,3,"Five stars, very happy with this purchase."
334,Portable Charger,4,Would not buy again.
335,LED Monitor,1,Not satisfied with the build quality.
336,Smartwatch,2,Not satisfied with the build quality.
337,Gaming Mouse,3,Good value for money.
338,Laptop Stand,3,"Amazing performance, highly recommend."
339,Wireless Earbuds,1,Good value for money.
340,Wireless Earbuds,2,Battery life could be better.
341,Gaming Mouse,4,Would not buy again.
342,Gaming Mouse,5,Works as advertised.
343,Smartphone Case,2,Works as advertised.
344,Wireless Earbuds,2,Good value for money.
345,Gaming Mouse,5,Works as advertised.
346,Laptop Stand,3,Would not buy again.
347,Laptop Stand,3,Works as advertised.
348,Wireless Earbuds,5,Battery life could be better.
349,Laptop Stand,4,Not satisfied with the build quality.
350,LED Monitor,4,Would not buy again.
351,Gaming Mouse,1,Good value for money.
352,Wireless Earbuds,1,Exceeded my expectations!
353,Smartphone Case,3,Excellent quality and fast delivery.
354,Gaming Mouse,3,Exceeded my expectations!
355,Laptop Stand,5,"Average product, expected better."
356,Smartphone Case,2,Not satisfied with the build quality.
357,Gaming Mouse,1,Good value for money.
358,Gaming Mouse,1,"Average product, expected better."
359,Smartphone Case,2,Would not buy again.
360,Fitness Tracker,2,Good value for money.
361,Fitness Tracker,3,Good value for money.
362,Laptop Stand,2,Good value for money.
363,Mechanical Keyboard,2,"Average product, expected better."
364,Smartphone Case,2,Exceeded my expectations!
365,Laptop Stand,5,Battery life could be better.
366,Fitness Tracker,4,Exceeded my expectations!
367,Portable Charger,2,Would not buy again.
368,Smartphone Case,1,Exceeded my expectations!
369,Mechanical Keyboard,2,Good value for money.
370,LED Monitor,5,Battery life could be better.
371,LED Monitor,1,"Five stars, very happy with this purchase."
372,Portable Charger,5,Good value for money.
373,Mechanical Keyboard,4,Excellent quality and fast delivery.
374,Bluetooth Speaker,1,Battery life could be better.
375,Wireless Earbuds,2,"Average product, expected better."
376,Smartphone Case,2,Battery life could be better.
377,Laptop Stand,3,Battery life could be better.
378,LED Monitor,3,Excellent quality and fast delivery.
379,LED Monitor,1,"Five stars, very happy with this purchase."
380,Smartwatch,2,"Five stars, very happy with this purchase."
381,Mechanical Keyboard,1,Battery life could be better.
382,Smartwatch,5,Exceeded my expectations!
383,Fitness Tracker,2,Good value for money.
384,Bluetooth Speaker,3,"Five stars, very happy with this purchase."
385,LED Monitor,2,Good value for money.
386,Laptop Stand,3,"Amazing performance, highly recommend."
387,Laptop Stand,5,"Amazing performance, highly recommend."
388,Mechanical Keyboard,3,Works as advertised.
389,Laptop Stand,1,"Five stars, very happy with this purchase."
390,Fitness Tracker,3,Not satisfied with the build quality.
391,Gaming Mouse,5,"Amazing performance, highly recommend."
392,Gaming Mouse,2,"Amazing performance, highly recommend."
393,Laptop Stand,1,Exceeded my expectations!
394,Portable Charger,2,Good value for money.
395,Gaming Mouse,2,Would not buy again.
396,LED Monitor,1,Exceeded my expectations!
397,Gaming Mouse,4,Exceeded my expectations!
398,Fitness Tracker,5,"Average product, expected better."
399,Gaming Mouse,2,Would not buy again.
400,Bluetooth Speaker,3,"Amazing performance, highly recommend."
401,Smartphone Case,3,Good value for money.
402,Fitness Tracker,1,Would not buy again.
403,Mechanical Keyboard,3,Battery life could be better.
404,Laptop Stand,4,Battery life could be better.
405,Bluetooth Speaker,1,Exceeded my expectations!
406,Portable Charger,5,Works as advertised.
407,Bluetooth Speaker,3,Not satisfied with the build quality.
408,Portable Charger,3,Exceeded my expectations!
409,Gaming Mouse,3,"Amazing performance, highly recommend."
410,Portable Charger,4,Good value for money.
411,Laptop Stand,5,Battery life could be better.
412,Smartwatch,3,Would not buy again.
413,Portable Charger,3,Not satisfied with the build quality.
414,Smartwatch,2,Would not buy again.
415,Portable Charger,4,Exceeded my expectations!
416,Gaming Mouse,3,Not satisfied with the build quality.
417,Mechanical Keyboard,2,Excellent quality and fast delivery.
418,Mechanical Keyboard,3,"Five stars, very happy with this purchase."
419,Fitness Tracker,5,Excellent quality and fast delivery.
420,Wireless Earbuds,2,Good value for money.
421,Smartwatch,2,Battery life could be better.
422,Fitness Tracker,2,"Five stars, very happy with this purchase."
423,Portable Charger,4,Battery life could be better.
424,Smartphone Case,3,"Five stars, very happy with this purchase."
425,Smartphone Case,3,Battery life could be better.
426,Wireless Earbuds,3,Exceeded my expectations!
427,Fitness Tracker,1,Battery life could be better.
428,Gaming Mouse,4,"Five stars, very happy with this purchase."
429,Bluetooth Speaker,5,"Five stars, very happy with this purchase."
430,Mechanical Keyboard,4,Excellent quality and fast delivery.
431,Bluetooth Speaker,1,Excellent quality and fast delivery.
432,Gaming Mouse,2,"Amazing performance, highly recommend."
433,Smartwatch,3,Good value for money.
434,Portable Charger,1,Not satisfied with the build quality.
435,Wireless Earbuds,5,Works as advertised.
436,Smartwatch,3,"Amazing performance, highly recommend."
437,Bluetooth Speaker,4,Exceeded my expectations!
438,LED Monitor,1,Excellent quality and fast delivery.
439,Fitness Tracker,3,"Five stars, very happy with this purchase."
440,Wireless Earbuds,4,"Average product, expected better."
441,Wireless Earbuds,3,Good value for money.
442,Mechanical Keyboard,5,"Amazing performance, highly recommend."
443,Bluetooth Speaker,4,Not satisfied with the build quality.
444,Smartphone Case,2,"Average product, expected better."
445,Portable Charger,1,Not satisfied with the build quality.
446,Smartwatch,5,"Amazing performance, highly recommend."
447,Mechanical Keyboard,3,Works as advertised.
448,Smartwatch,3,Exceeded my expectations!
449,Portable Charger,5,Good value for money.
450,Smartwatch,1,Would not buy again.
451,Mechanical Keyboard,5,Would not buy again.
452,Laptop Stand,4,"Average product, expected better."
453,Smartwatch,3,Battery life could be better.
454,LED Monitor,3,Battery life could be better.
455,Wireless Earbuds,5,Not satisfied with the build quality.
456,Bluetooth Speaker,4,"Amazing performance, highly recommend."
457,Smartphone Case,4,Battery life could be better.
458,Fitness Tracker,4,"Average product, expected better."
459,Bluetooth Speaker,2,Would not buy again.
460,Smartwatch,2,Exceeded my expectations!
461,Laptop Stand,4,Exceeded my expectations!
462,Bluetooth Speaker,2,Not satisfied with the build quality.
463,Fitness Tracker,1,Exceeded my expectations!
464,Fitness Tracker,5,"Average product, expected better."
465,Smartwatch,2,Battery life could be better.
466,Wireless Earbuds,2,Exceeded my expectations!
467,Smartwatch,4,"Five stars, very happy with this purchase."
468,Smartphone Case,5,"Average product, expected better."
469,Gaming Mouse,1,Would not buy again.
470,Smartwatch,1,Not satisfied with the build quality.
471,Fitness Tracker,4,Not satisfied with the build quality.
472,Bluetooth Speaker,4,"Amazing performance, highly recommend."
473,Gaming Mouse,5,"Average product, expected better."
474,Mechanical Keyboard,3,"Average product, expected better."
475,Fitness Tracker,2,Good value for money.
476,Gaming Mouse,3,Would not buy again.
477,Portable Charger,4,"Average product, expected better."
478,LED Monitor,1,"Five stars, very happy with this purchase."
479,Gaming Mouse,2,Not satisfied with the build quality.
480,Fitness Tracker,4,Battery life could be better.
481,LED Monitor,4,Exceeded my expectations!
482,Laptop Stand,1,Works as advertised.
483,Gaming Mouse,4,"Average product, expected better."
484,Bluetooth Speaker,2,Exceeded my expectations!
485,Portable Charger,3,Works as advertised.
486,Wireless Earbuds,2,"Five stars, very happy with this purchase."
487,Portable Charger,4,Good value for money.
488,Bluetooth Speaker,2,Battery life could be better.
489,Smartphone Case,4,"Amazing performance, highly recommend."
490,Gaming Mouse,2,Works as advertised.
491,Wireless Earbuds,5,Exceeded my expectations!
492,Laptop Stand,2,Not satisfied with the build quality.
493,Fitness Tracker,4,Works as advertised.
494,Bluetooth Speaker,3,Good value for money.
495,Fitness Tracker,5,Good value for money.
496,LED Monitor,1,Good value for money.
497,Fitness Tracker,5,Would not buy again.
498,Mechanical Keyboard,4,"Average product, expected better."
499,Wireless Earbuds,1,Not satisfied with the build quality.
500,Fitness Tracker,2,"Average product, expected better."
501,Wireless Earbuds,3,Battery life could be better.
502,Portable Charger,2,Not satisfied with the build quality.
503,Gaming Mouse,3,Good value for money.
504,Laptop Stand,2,Works as advertised.
505,Smartphone Case,2,Exceeded my expectations!
506,Wireless Earbuds,4,Exceeded my expectations!
507,Bluetooth Speaker,2,Not satisfied with the build quality.
508,Fitness Tracker,1,Battery life could be better.
509,Bluetooth Speaker,1,Good value for money.
510,Smartphone Case,1,Would not buy again.
511,Gaming Mouse,4,Exceeded my expectations!
512,Smartwatch,1,"Amazing performance, highly recommend."
513,Bluetooth Speaker,4,Good value for money.
514,Fitness Tracker,1,Would not buy again.
515,Smartwatch,3,Exceeded my expectations!
516,Laptop Stand,1,Exceeded my expectations!
517,LED Monitor,2,Good value for money.
518,Fitness Tracker,4,Not satisfied with the build quality.
519,Smartwatch,3,Battery life could be better.
520,Portable Charger,4,"Amazing performance, highly recommend."
521,Smartphone Case,3,Excellent quality and fast delivery.
522,Mechanical Keyboard,1,Good value for money.
523,Fitness Tracker,1,Not satisfied with the build quality.
524,Smartphone Case,1,Battery life could be better.
525,Mechanical Keyboard,4,Would not buy again.
526,Bluetooth Speaker,1,"Five stars, very happy with this purchase."
527,Fitness Tracker,5,"Average product, expected better."
528,Wireless Earbuds,1,Would not buy again.
529,Smartphone Case,3,Not satisfied with the build quality.
530,Laptop Stand,2,Works as advertised.
531,Gaming Mouse,2,Would not buy again.
532,Smartphone Case,2,Excellent quality and fast delivery.
533,Laptop Stand,4,Good value for money.
534,Gaming Mouse,3,Good value for money.
535,Laptop Stand,5,Exceeded my expectations!
536,Portable Charger,2,"Average product, expected better."
537,Smartwatch,3,Not satisfied with the build quality.
538,Gaming Mouse,1,Battery life could be better.
539,Laptop Stand,4,Not satisfied with the build quality.
540,Portable Charger,4,Good value for money.
541,Fitness Tracker,4,Exceeded my expectations!
542,Gaming Mouse,5,Works as advertised.
543,Laptop Stand,3,Would not buy again.
544,Gaming Mouse,3,Battery life could be better.
545,Mechanical Keyboard,1,"Amazing performance, highly recommend."
546,Fitness Tracker,1,"Amazing performance, highly recommend."
547,Gaming Mouse,2,"Average product, expected better."
548,Mechanical Keyboard,1,"Amazing performance, highly recommend."
549,Portable Charger,3,Not satisfied with the build quality.
550,Mechanical Keyboard,2,Exceeded my expectations!
551,Fitness Tracker,2,"Average product, expected better."
552,Wireless Earbuds,1,Not satisfied with the build quality.
553,Laptop Stand,5,"Amazing performance, highly recommend."
554,Smartwatch,4,Exceeded my expectations!
555,Bluetooth Speaker,1,Good value for money.
556,Mechanical Keyboard,3,Good value for money.
557,Portable Charger,2,Not satisfied with the build quality.
558,Portable Charger,3,"Average product, expected better."
559,Gaming Mouse,4,Battery life could be better.
560,Fitness Tracker,3,Excellent quality and fast delivery.
561,Wireless Earbuds,1,"Five stars, very happy with this purchase."
562,Gaming Mouse,4,Works as advertised.
563,Portable Charger,4,Would not buy again.
564,Wireless Earbuds,3,"Amazing performance, highly recommend."
565,LED Monitor,1,Not satisfied with the build quality.
566,Laptop Stand,1,Good value for money.
567,Gaming Mouse,2,Good value for money.
568,Fitness Tracker,3,Works as advertised.
569,Fitness Tracker,3,Good value for money.
570,Bluetooth Speaker,5,Excellent quality and fast delivery.
571,Laptop Stand,3,Good value for money.
572,Wireless Earbuds,2,"Average product, expected better."
573,Portable Charger,5,Good value for money.
574,LED Monitor,5,Good value for money.
575,Bluetooth Speaker,3,Not satisfied with the build quality.
576,Bluetooth Speaker,4,Works as advertised.
577,LED Monitor,3,Good value for money.
578,Laptop Stand,1,Exceeded my expectations!
579,Wireless Earbuds,5,Not satisfied with the build quality.
580,Mechanical Keyboard,4,Would not buy again.
581,Bluetooth Speaker,2,"Average product, expected better."
582,Bluetooth Speaker,5,Not satisfied with the build quality.
583,Gaming Mouse,4,Battery life could be better.
584,Smartwatch,1,"Five stars, very happy with this purchase."
585,Gaming Mouse,4,Good value for money.
586,Smartwatch,3,"Five stars, very happy with this purchase."
587,Fitness Tracker,4,"Average product, expected better."
588,Gaming Mouse,5,"Amazing performance, highly recommend."
589,Bluetooth Speaker,2,"Five stars, very happy with this purchase."
